           n            f          f.x          f.y          f.z           fi         fi.x         fi.y         fi.z            u          u.x          u.y          u.z 
         593            0            0            0            0  4.09553e-13 -2.84217e-13 -2.94875e-13 -1.77636e-15  0.000518131  3.33317e-05  0.000169759  0.000488396
         594            0            0            0            0  2.96714e-13  -1.5743e-13  -2.4869e-13  3.75255e-14  0.000392299  3.17374e-05 -0.000161389  0.000356153
         595            0            0            0            0  5.90128e-13 -3.09086e-13 -5.02709e-13            0  0.000362315  3.23169e-05 -9.70471e-05  0.000347577
         596            0            0            0            0  6.15358e-13 -3.41061e-13 -5.11591e-13  -2.4869e-14  0.000347127  3.23487e-05 -3.23487e-05  0.000344099
         597            0            0            0            0  6.20338e-13  -3.6593e-13 -5.00863e-13 -7.10543e-15  0.000347127  3.23487e-05  3.23487e-05  0.000344099
         598            0            0            0            0  6.44316e-13 -4.01457e-13 -5.02154e-13 -4.26326e-14  0.000362315  3.23169e-05  9.70471e-05  0.000347577
         599            0            0            0            0  3.51808e-13 -2.34479e-13 -2.59348e-13 -3.90799e-14  0.000392299  3.17374e-05  0.000161389  0.000356153
         600            0            0            0            0  2.42648e-13 -1.33227e-13 -2.02061e-13  1.73195e-14  0.000276171  2.90323e-05  -0.00014636  0.000232393
         601            0            0            0            0  4.72947e-13 -2.61124e-13 -3.94129e-13 -1.24345e-14  0.000240739  2.93523e-05 -8.77017e-05  0.000222266
         602            0            0            0            0  5.04036e-13 -2.82441e-13  -4.1709e-13 -1.77636e-14  0.000222951  2.91665e-05 -2.91665e-05  0.000219102
         603            0            0            0            0  5.04367e-13 -3.10862e-13 -3.96606e-13 -2.13163e-14  0.000222951  2.91665e-05  2.91665e-05  0.000219102
         604            0            0            0            0  4.96749e-13  -2.8777e-13 -4.04843e-13 -7.10543e-15  0.000240739  2.93523e-05  8.77017e-05  0.000222266
         605            0            0            0            0  2.66505e-13 -1.69642e-13 -2.01617e-13  -3.9968e-14  0.000276171  2.90323e-05   0.00014636  0.000232393
         606            0            0            0            0  1.60103e-13 -8.79297e-14 -1.32783e-13  1.64313e-14   0.00017382  2.43861e-05 -0.000120407  0.000122967
         607            0            0            0            0  3.28264e-13 -1.79412e-13 -2.74891e-13  1.77636e-15  0.000135959  2.39336e-05 -7.14715e-05  0.000113154
         608            0            0            0            0   3.2493e-13 -1.88294e-13 -2.64559e-13  1.15463e-14  0.000116137  2.36324e-05 -2.36324e-05  0.000111224
         609            0            0            0            0  3.48193e-13 -2.02505e-13  -2.8311e-13 -8.88178e-15  0.000116137  2.36324e-05  2.36324e-05  0.000111224
         610            0            0            0            0  3.42427e-13 -2.02061e-13 -2.75779e-13 -1.93179e-14  0.000135959  2.39336e-05  7.14715e-05  0.000113154
         611            0            0            0            0  1.81264e-13 -1.12799e-13 -1.39888e-13 -2.37588e-14   0.00017382  2.43861e-05  0.000120407  0.000122967
         612            0            0            0            0  8.08877e-14 -4.44089e-14 -6.66134e-14  1.15463e-14  8.76149e-05  1.58265e-05 -7.72613e-05  3.81652e-05
         613            0            0            0            0  1.58964e-13 -8.17124e-14 -1.34948e-13 -1.95399e-14  5.69158e-05  1.42509e-05 -4.44613e-05  3.25501e-05
         614            0            0            0            0  1.77041e-13 -9.76996e-14 -1.47347e-13 -9.32587e-15    3.824e-05  1.45329e-05 -1.45329e-05  3.22473e-05
         615            0            0            0            0  1.68655e-13  -1.1191e-13 -1.26173e-13  8.88178e-16    3.824e-05  1.45329e-05  1.45329e-05  3.22473e-05
         616            0            0            0            0  1.65918e-13 -8.88178e-14 -1.39444e-13 -1.39888e-14  5.69158e-05  1.42509e-05  4.44613e-05  3.25501e-05
         617            0            0            0            0  9.66231e-14 -5.15143e-14 -8.03801e-14  -1.4877e-14  8.76149e-05  1.58265e-05  7.72613e-05  3.81652e-05
         618            0            0            0            0            0            0            0            0            0            0            0            0
         619            0            0            0            0            0            0            0            0            0            0            0            0
         620            0            0            0            0            0            0            0            0            0            0            0            0
         621            0            0            0            0            0            0            0            0            0            0            0            0
         622            0            0            0            0            0            0            0            0            0            0            0            0
         623            0            0            0            0            0            0            0            0            0            0            0            0
         624            1            0            0            1            1 -1.42109e-13 -2.70006e-13            1   0.00342099  0.000141813 -0.000182032    0.0034132
         625            1            0            0            1            1 -3.97904e-13  -5.8531e-13            1   0.00334773  0.000114602 -0.000114602   0.00334381
         626            1            0            0            1            1 -3.90799e-13 -4.68958e-13            1   0.00332233  9.76981e-05 -3.94992e-05   0.00332066
         627            1            0            0            1            1 -3.69482e-13  -3.2685e-13            1   0.00332233  9.76981e-05  3.94992e-05   0.00332066
         628            1            0            0            1            1 -4.54747e-13 -4.76064e-13            1   0.00334773  0.000114602  0.000114602   0.00334381
         629            1            0            0            1            1 -1.42109e-13 -2.70006e-13            1   0.00342099  0.000141813  0.000182032    0.0034132
         630            0            0            0            0  5.96856e-13 -2.27374e-13 -4.54747e-13  3.12639e-13   0.00325331  0.000116923 -0.000174297   0.00324654
         631            0            0            0            0  8.77635e-13 -5.47118e-13 -6.32383e-13  2.66454e-13   0.00320706  0.000103462 -0.000103462   0.00320372
         632            0            0            0            0  7.24196e-13 -2.84217e-13 -5.54223e-13 -3.69482e-13   0.00318339  9.75382e-05 -3.42973e-05   0.00318171
         633            0            0            0            0  1.00981e-12 -5.68434e-13  -6.3638e-13 -5.40012e-13   0.00318339  9.75382e-05  3.42973e-05   0.00318171
         634            0            0            0            0  1.33636e-12 -4.54747e-13 -6.87894e-13  -1.0516e-12   0.00320706  0.000103462  0.000103462   0.00320372
         635            0            0            0            0  8.06896e-13 -2.55795e-13 -3.97904e-13 -6.53699e-13   0.00325331  0.000116923  0.000174297   0.00324654
         636            0            0            0            0  1.91187e-13 -8.52651e-14 -1.13687e-13  1.27898e-13   0.00309385  0.000113799 -0.000175478   0.00308677
         637            0            0            0            0  2.71056e-13  -4.9738e-14 -2.55795e-13   7.4607e-14   0.00306604  0.000104182 -0.000104182    0.0030625
         638            0            0            0            0  5.35553e-13  -1.7053e-13 -3.48166e-13 -3.69482e-13   0.00304639  9.84543e-05 -3.44079e-05    0.0030446
         639            0            0            0            0  9.06971e-13 -5.68434e-13 -3.29403e-13 -6.25278e-13   0.00304639  9.84543e-05  3.44079e-05    0.0030446
         640            0            0            0            0  9.83292e-13 -5.11591e-13 -2.68008e-13 -7.95808e-13   0.00306604  0.000104182  0.000104182    0.0030625
         641            0            0            0            0  5.91588e-13 -1.98952e-13 -5.68434e-14 -5.54223e-13   0.00309385  0.000113799  0.000175478   0.00308677
         642            0            0            0            0  1.21053e-13   4.9738e-14  7.10543e-15  1.10134e-13   0.00294025   0.00011069 -0.000176492   0.00293286
         643            0            0            0            0  2.78565e-13  2.84217e-14  1.06581e-13 -2.55795e-13   0.00292336  0.000104722 -0.000104722    0.0029196
         644            0            0            0            0  3.58409e-13  -1.7053e-13 -4.04121e-14 -3.12639e-13   0.00290896  0.000100417 -3.45632e-05   0.00290702
         645            0            0            0            0   6.5617e-13 -1.98952e-13  -2.2482e-15 -6.25278e-13   0.00290896  0.000100417  3.45632e-05   0.00290702
         646            0            0            0            0   6.3585e-13 -2.84217e-13  2.02061e-14 -5.68434e-13   0.00292336  0.000104722  0.000104722    0.0029196
         647            0            0            0            0  3.67564e-13 -1.84741e-13  5.68434e-14 -3.12639e-13   0.00294025   0.00011069  0.000176492   0.00293286
         648            0            0            0            0  3.80522e-13  2.70006e-13  2.27374e-13  1.42109e-13   0.00279079  0.000108983 -0.000177013   0.00278304
         649            0            0            0            0  5.73692e-13  3.69482e-13  4.15223e-13 -1.42109e-13   0.00277993  0.000105329 -0.000105329   0.00277594
         650            0            0            0            0  3.79111e-13  2.84217e-14  3.60545e-13 -1.13687e-13    0.0027701  0.000102383 -3.48342e-05   0.00276798
         651            0            0            0            0  3.08475e-13            0  3.08475e-13            0    0.0027701  0.000102383  3.48342e-05   0.00276798
         652            0            0            0            0  6.90703e-13  1.13687e-13  2.70506e-13 -6.25278e-13   0.00277993  0.000105329  0.000105329   0.00277594
         653            0            0            0            0  3.34786e-13 -7.10543e-14  1.42109e-14  -3.2685e-13   0.00279079  0.000108983  0.000177013   0.00278304
         654            0            0            0            0  5.11985e-13   3.2685e-13  3.55271e-13   1.7053e-13     0.002644   0.00010797 -0.000177321   0.00263584
         655            0            0            0            0  7.44493e-13  4.26326e-13  6.09679e-13 -2.84217e-14   0.00263637  0.000105819 -0.000105819   0.00263212
         656            0            0            0            0  7.51838e-13  2.84217e-13  6.67008e-13 -1.98952e-13   0.00262973  0.000103951 -3.50894e-05   0.00262745
         657            0            0            0            0  6.11804e-13  2.84217e-14  5.25122e-13 -3.12639e-13   0.00262973  0.000103951  3.50894e-05   0.00262745
         658            0            0            0            0  6.69609e-13  -9.9476e-14  3.62377e-13 -5.54223e-13   0.00263637  0.000105819  0.000105819   0.00263212
         659            0            0            0            0  3.67907e-13 -1.13687e-13   1.7053e-13 -3.05533e-13     0.002644   0.00010797  0.000177321   0.00263584
         660            0            0            0            0  5.33617e-13  3.97904e-13  3.55271e-13  1.42109e-14   0.00249883  0.000107411 -0.000177536    0.0024902
         661            0            0            0            0  9.23678e-13  4.54747e-13   8.0197e-13 -5.68434e-14   0.00249283   0.00010618  -0.00010618    0.0024883
         662            0            0            0            0  9.28628e-13  3.12639e-13  8.44338e-13 -2.27374e-13   0.00248818  0.000105074 -3.52811e-05   0.00248571
         663            0            0            0            0  7.40713e-13  3.12639e-13  6.46594e-13 -1.81188e-13   0.00248818  0.000105074  3.52811e-05   0.00248571
         664            0            0            0            0  8.08896e-13  1.42109e-13  6.53699e-13 -4.54747e-13   0.00249283   0.00010618   0.00010618    0.0024883
         665            0            0            0            0  4.48262e-13 -7.10543e-14  2.98428e-13  -3.2685e-13   0.00249883  0.000107411  0.000177536    0.0024902
         666            0            0            0            0  6.05923e-13  4.12115e-13  4.40536e-13 -5.68434e-14   0.00235459  0.000107116 -0.000177712   0.00234543
         667            0            0            0            0  1.10234e-12  4.83169e-13  7.90867e-13 -5.96856e-13   0.00234932  0.000106437 -0.000106437    0.0023445
         668            0            0            0            0  9.18441e-13  2.84217e-13   8.0401e-13 -3.41061e-13   0.00234578  0.000105821 -3.54146e-05   0.00234312
         669            0            0            0            0   9.1746e-13  1.77636e-13  8.59757e-13 -2.66454e-13   0.00234578  0.000105821  3.54146e-05   0.00234312
         670            0            0            0            0  8.66396e-13 -8.52651e-14  8.52651e-13 -1.27898e-13   0.00234932  0.000106437  0.000106437    0.0023445
         671            0            0            0            0  3.07099e-13 -7.10543e-14  2.70006e-13 -1.27898e-13   0.00235459  0.000107116  0.000177712   0.00234543
         672            0            0            0            0  5.80605e-13  3.69482e-13  4.47642e-13 -1.42109e-14   0.00221088  0.000106971 -0.000177854   0.00220112
         673            0            0            0            0  1.05304e-12  6.25278e-13  7.87509e-13  3.12639e-13   0.00220584  0.000106613 -0.000106613   0.00220068
         674            0            0            0            0  7.80587e-13  3.30402e-13   7.0699e-13  1.77636e-14   0.00220283  0.000106293 -3.55025e-05   0.00219998
         675            0            0            0            0  7.95245e-13  1.98952e-13  7.56728e-13 -1.42109e-13   0.00220283  0.000106293  3.55025e-05   0.00219998
         676            0            0            0            0  1.02215e-12   1.7053e-13  8.32223e-13 -5.68434e-13   0.00220584  0.000106613  0.000106613   0.00220068
         677            0            0            0            0  3.06111e-13            0  2.84217e-13 -1.13687e-13   0.00221088  0.000106971  0.000177854   0.00220112
         678            0            0            0            0  5.23154e-13   3.2685e-13  3.97904e-13 -9.23706e-14   0.00206748  0.000106904 -0.000177963   0.00205703
         679            0            0            0            0  9.83807e-13  5.15143e-13  7.92255e-13 -2.73559e-13   0.00206236   0.00010673  -0.00010673   0.00205683
         680            0            0            0            0   8.2153e-13  3.12639e-13  7.53175e-13  -9.9476e-14   0.00205954  0.000106581 -3.55587e-05   0.00205648
         681            0            0            0            0  6.88675e-13   1.7053e-13  6.64802e-13 -5.68434e-14   0.00205954  0.000106581  3.55587e-05   0.00205648
         682            0            0            0            0  6.75081e-13  5.68434e-14  6.57502e-13  1.42109e-13   0.00206236   0.00010673   0.00010673   0.00205683
         683            0            0            0            0  3.20769e-13  1.42109e-14  3.19744e-13  2.13163e-14   0.00206748  0.000106904  0.000177963   0.00205703
         684            0            0            0            0  3.99234e-13  2.84217e-13  2.77112e-13 -4.26326e-14   0.00192428  0.000106872 -0.000178041   0.00191305
         685            0            0            0            0  8.21799e-13  3.87246e-13   7.0699e-13 -1.59872e-13   0.00191889  0.000106806 -0.000106806   0.00191294
         686            0            0            0            0  8.22582e-13  4.26326e-13  6.99885e-13 -7.10543e-14   0.00191606  0.000106754 -3.55937e-05   0.00191275
         687            0            0            0            0  6.30674e-13  8.52651e-14  6.01165e-13  -1.7053e-13   0.00191606  0.000106754  3.55937e-05   0.00191275
         688            0            0            0            0  5.25847e-13 -2.84217e-14  5.23345e-13 -4.26326e-14   0.00191889  0.000106806  0.000106806   0.00191294
         689            0            0            0            0  2.63285e-13 -1.42109e-14  2.62901e-13            0   0.00192428  0.000106872  0.000178041   0.00191305
         690            0            0            0            0  3.27216e-13   2.0961e-13   2.0961e-13 -1.38556e-13   0.00178127  0.000106847 -0.000178088   0.00176912
         691            0            0            0            0  6.25923e-13  2.55795e-13  5.68434e-13 -5.68434e-14   0.00177547  0.000106852 -0.000106852   0.00176903
         692            0            0            0            0  5.74283e-13  2.55795e-13   4.8983e-13 -1.56319e-13   0.00177248   0.00010686  -3.5615e-05    0.0017689
         693            0            0            0            0  4.34716e-13 -2.84217e-14  4.30045e-13 -5.68434e-14   0.00177248   0.00010686   3.5615e-05    0.0017689
         694            0            0            0            0  4.53825e-13 -2.84217e-14  4.52041e-13  2.84217e-14   0.00177547  0.000106852  0.000106852   0.00176903
         695            0            0            0            0   2.6491e-13 -1.27898e-13  2.06057e-13  1.06581e-13   0.00178127  0.000106847  0.000178088   0.00176912
         696            0            0            0            0  2.84306e-13  1.42109e-13  1.77636e-13  -1.7053e-13   0.00163847  0.000106811 -0.000178103   0.00162525
         697            0            0            0            0  4.66966e-13  2.27374e-13  3.28626e-13 -2.41585e-13   0.00163212  0.000106875 -0.000106875    0.0016251
         698            0            0            0            0  4.46173e-13  5.68434e-14  3.50622e-13 -2.70006e-13   0.00162886   0.00010693 -3.56269e-05   0.00162496
         699            0            0            0            0  3.42759e-13 -2.84217e-14  3.41283e-13  1.42109e-14   0.00162886   0.00010693  3.56269e-05   0.00162496
         700            0            0            0            0  3.80659e-13  -1.7053e-13  3.25462e-13  -9.9476e-14   0.00163212  0.000106875  0.000106875    0.0016251
         701            0            0            0            0  2.72055e-13 -1.42109e-13  2.06057e-13  1.06581e-13   0.00163847  0.000106811  0.000178103   0.00162525
         702            0            0            0            0  2.22889e-13  1.42109e-13  7.10543e-14 -1.56319e-13   0.00149593  0.000106745 -0.000178078   0.00148145
         703            0            0            0            0  2.59093e-13  2.84217e-14  1.63522e-13 -1.98952e-13   0.00148888  0.000106876 -0.000106876   0.00148119
         704            0            0            0            0  2.30705e-13 -8.52651e-14   2.1437e-13            0   0.00148526  0.000106979 -3.56309e-05   0.00148097
         705            0            0            0            0  2.98835e-13 -2.27374e-13  1.45758e-13 -1.27898e-13   0.00148526  0.000106979  3.56309e-05   0.00148097
         706            0            0            0            0  4.45565e-13 -2.70006e-13  1.66978e-13  3.12639e-13   0.00148888  0.000106876  0.000106876   0.00148119
         707            0            0            0            0  2.59761e-13  -1.7053e-13   7.4607e-14  1.81188e-13   0.00149593  0.000106745  0.000178078   0.00148145
         708            0            0            0            0   1.4068e-13  5.68434e-14  1.42109e-14 -1.27898e-13   0.00135378  0.000106623 -0.000177995   0.00133779
         709            0            0            0            0  1.45325e-13 -5.68434e-14  3.91215e-14 -1.27898e-13   0.00134584  0.000106845 -0.000106845   0.00133733
         710            0            0            0            0  1.34828e-13 -1.27898e-13 -1.79023e-15  4.26326e-14   0.00134173  0.000107013 -3.56251e-05   0.00133698
         711            0            0            0            0  1.90725e-13 -1.84741e-13  1.06581e-14 -4.61853e-14   0.00134173  0.000107013  3.56251e-05   0.00133698
         712            0            0            0            0  3.75446e-13 -3.41061e-13  1.42109e-14  1.56319e-13   0.00134584  0.000106845  0.000106845   0.00133733
         713            0            0            0            0  2.64528e-13 -2.20268e-13 -3.55271e-14  1.42109e-13   0.00135378  0.000106623  0.000177995   0.00133779
         714            0            0            0            0   1.3121e-13 -1.42109e-14 -6.39488e-14 -1.13687e-13    0.0012122  0.000106407 -0.000177811   0.00119435
         715            0            0            0            0  2.76273e-13  -1.7053e-13 -1.51032e-13 -1.56319e-13    0.0012031  0.000106761 -0.000106761   0.00119359
         716            0            0            0            0  2.93031e-13 -2.41585e-13  -1.6339e-13 -2.84217e-14   0.00119833  0.000107018 -3.56032e-05   0.00119301
         717            0            0            0            0  4.19991e-13 -4.01457e-13 -1.13687e-13  4.79616e-14   0.00119833  0.000107018  3.56032e-05   0.00119301
         718            0            0            0            0  4.87797e-13 -4.54747e-13 -1.35003e-13  1.13687e-13    0.0012031  0.000106761  0.000106761   0.00119359
         719            0            0            0            0  3.01458e-13 -2.70006e-13 -7.10543e-14  1.13687e-13    0.0012122  0.000106407  0.000177811   0.00119435
         720            0            0            0            0   1.8705e-13 -8.52651e-14 -1.27898e-13 -1.06581e-13   0.00107145  0.000106034 -0.000177451   0.00105132
         721            0            0            0            0  4.18326e-13 -2.13163e-13 -3.36453e-13 -1.27898e-13   0.00106083  0.000106581 -0.000106581   0.00105006
         722            0            0            0            0  4.37608e-13 -3.23297e-13 -2.78888e-13  9.59233e-14   0.00105519  0.000106951 -3.55506e-05   0.00104916
         723            0            0            0            0  5.30679e-13 -4.26326e-13 -3.10862e-13  5.68434e-14   0.00105519  0.000106951  3.55506e-05   0.00104916
         724            0            0            0            0  6.69005e-13 -5.68434e-13 -2.91323e-13  1.98952e-13   0.00106083  0.000106581  0.000106581   0.00105006
         725            0            0            0            0   3.7921e-13 -3.33955e-13  -7.4607e-14  1.63425e-13   0.00107145  0.000106034  0.000177451   0.00105132
         726            0            0            0            0  2.27596e-13 -7.81597e-14 -1.98952e-13 -7.81597e-14  0.000931956  0.000105404 -0.000176775  0.000908946
         727            0            0            0            0    5.501e-13 -2.80664e-13 -4.06786e-13 -2.41585e-13  0.000919311   0.00010622  -0.00010622  0.000906955
         728            0            0            0            0  5.39685e-13 -3.48166e-13 -4.12115e-13 -1.42109e-14  0.000912543   0.00010672 -3.54385e-05  0.000905588
         729            0            0            0            0  6.70534e-13 -5.25802e-13 -4.16112e-13            0  0.000912543   0.00010672  3.54385e-05  0.000905588
         730            0            0            0            0  7.39247e-13 -6.11067e-13 -4.15973e-13  7.10543e-15  0.000919311   0.00010622   0.00010622  0.000906955
         731            0            0            0            0  4.18014e-13 -3.69482e-13 -1.84741e-13  6.39488e-14  0.000931956  0.000105404  0.000176775  0.000908946
         732            0            0            0            0  2.78316e-13 -1.06581e-13 -2.52243e-13  -4.9738e-14  0.000794363  0.000104352 -0.000175532  0.000767667
         733            0            0            0            0  6.46333e-13 -3.57048e-13 -5.18696e-13 -1.45661e-13  0.000779023   0.00010552  -0.00010552  0.000764597
         734            0            0            0            0  6.67797e-13 -4.05009e-13 -5.11591e-13 -1.42109e-13  0.000770796  0.000106133 -3.52117e-05  0.000762642
         735            0            0            0            0   7.1957e-13 -5.25802e-13 -4.90413e-13 -2.84217e-14  0.000770796  0.000106133  3.52117e-05  0.000762642
         736            0            0            0            0  7.76605e-13 -6.11067e-13 -4.68847e-13   9.9476e-14  0.000779023   0.00010552   0.00010552  0.000764597
         737            0            0            0            0  4.33679e-13 -3.48166e-13 -2.52243e-13  5.68434e-14  0.000794363  0.000104352  0.000175532  0.000767667
         738            0            0            0            0  3.07334e-13 -1.66089e-13 -2.54019e-13 -4.84057e-14  0.000659651  0.000102615 -0.000173269  0.000628162
         739            0            0            0            0   6.1656e-13  -3.2685e-13  -5.1692e-13 -7.81597e-14  0.000640758   0.00010419  -0.00010419  0.000623587
         740            0            0            0            0  6.83554e-13 -3.97904e-13 -5.54667e-13  3.55271e-14  0.000630727   0.00010483 -3.47675e-05  0.000620982
         741            0            0            0            0  7.11934e-13 -4.40536e-13 -5.58859e-13  2.13163e-14  0.000630727   0.00010483  3.47675e-05  0.000620982
         742            0            0            0            0  7.56123e-13 -5.61329e-13 -5.06539e-13 -7.10543e-15  0.000640758   0.00010419   0.00010419  0.000623587
         743            0            0            0            0  4.14603e-13 -3.23297e-13 -2.59348e-13  1.06581e-14  0.000659651  0.000102615  0.000173269  0.000628162
         744            0            0            0            0  2.89889e-13 -1.59872e-13 -2.41585e-13 -1.06581e-14  0.000529307  9.97565e-05 -0.000169148  0.000491532
         745            0            0            0            0  6.12233e-13  -3.2685e-13 -5.08038e-13  -9.9476e-14  0.000505876  0.000101691 -0.000101691  0.000485003
         746            0            0            0            0  6.45506e-13 -3.41061e-13 -5.45786e-13  -4.9738e-14  0.000493738  0.000102167 -3.39173e-05   0.00048186
         747            0            0            0            0  6.85641e-13  -4.1922e-13 -5.37875e-13 -7.10543e-14  0.000493738  0.000102167  3.39173e-05   0.00048186
         748            0            0            0            0  7.23737e-13  -4.9738e-13 -5.25746e-13            0  0.000505876  0.000101691  0.000101691  0.000485003
         749            0            0            0            0  3.67753e-13 -2.73559e-13 -2.45137e-13 -1.77636e-14  0.000529307  9.97565e-05  0.000169148  0.000491532
         750            0            0            0            0  2.93207e-13 -1.49214e-13 -2.52243e-13  8.88178e-15  0.000405528  9.50486e-05 -0.000161599  0.000359589
         751            0            0            0            0  5.69296e-13 -3.19744e-13 -4.70901e-13 -1.06581e-14  0.000376721  9.70246e-05 -9.70246e-05  0.000350843
         752            0            0            0            0  5.85621e-13 -3.41061e-13 -4.69597e-13 -7.81597e-14  0.000362315  9.70471e-05 -3.23169e-05  0.000347577
         753            0            0            0            0  5.96158e-13 -3.51719e-13 -4.81337e-13  3.55271e-15  0.000362315  9.70471e-05  3.23169e-05  0.000347577
         754            0            0            0            0  6.34757e-13 -4.34319e-13 -4.62741e-13 -1.24345e-14  0.000376721  9.70246e-05  9.70246e-05  0.000350843
         755            0            0            0            0  3.21527e-13 -2.25597e-13 -2.28262e-13 -1.95399e-14  0.000405528  9.50486e-05  0.000161599  0.000359589
         756            0            0            0            0  2.26971e-13 -1.26121e-13 -1.88294e-13  1.24345e-14   0.00029127  8.71931e-05 -0.000147655  0.000235443
         757            0            0            0            0  4.52769e-13 -2.70006e-13 -3.62599e-13  -2.4869e-14  0.000257266  8.83483e-05 -8.83483e-05  0.000224888
         758            0            0            0            0  4.87692e-13 -2.98428e-13 -3.85136e-13 -2.13163e-14  0.000240739  8.77017e-05 -2.93523e-05  0.000222266
         759            0            0            0            0  4.90618e-13  -2.8999e-13 -3.93463e-13 -4.24105e-14  0.000240739  8.77017e-05  2.93523e-05  0.000222266
         760            0            0            0            0  5.00145e-13 -3.25073e-13 -3.76588e-13 -5.15143e-14  0.000257266  8.83483e-05  8.83483e-05  0.000224888
         761            0            0            0            0  2.50082e-13 -1.59872e-13 -1.88294e-13 -3.90799e-14   0.00029127  8.71931e-05  0.000147655  0.000235443
         762            0            0            0            0  1.44751e-13 -7.19425e-14 -1.24345e-13  1.77636e-14  0.000189313  7.38133e-05 -0.000121795  0.000124727
         763            0            0            0            0  3.12494e-13 -1.77636e-13 -2.56795e-13 -1.24345e-14  0.000153453  7.23436e-05 -7.23436e-05  0.000114371
         764            0            0            0            0  3.33045e-13 -1.93623e-13 -2.70692e-13  1.24345e-14  0.000135959  7.14715e-05 -2.39336e-05  0.000113154
         765            0            0            0            0  3.44746e-13 -2.18492e-13 -2.66454e-13 -1.06581e-14  0.000135959  7.14715e-05  2.39336e-05  0.000113154
         766            0            0            0            0  3.41881e-13 -2.06057e-13 -2.72227e-13 -1.77636e-14  0.000153453  7.23436e-05  7.23436e-05  0.000114371
         767            0            0            0            0  1.78068e-13 -1.03917e-13  -1.4122e-13 -3.10862e-14  0.000189313  7.38133e-05  0.000121795  0.000124727
         768            0            0            0            0  8.05652e-14 -3.73035e-14 -7.10543e-14  7.10543e-15  9.73608e-05   4.8803e-05 -7.49947e-05   3.8382e-05
         769            0            0            0            0  1.66304e-13 -1.03029e-13 -1.29563e-13 -1.59872e-14  6.96093e-05  4.35134e-05 -4.35134e-05  3.25363e-05
         770            0            0            0            0  1.56685e-13 -1.03029e-13 -1.18044e-13  8.88178e-16  5.69158e-05  4.44613e-05 -1.42509e-05  3.25501e-05
         771            0            0            0            0  1.79985e-13 -1.00364e-13 -1.49214e-13  7.54952e-15  5.69158e-05  4.44613e-05  1.42509e-05  3.25501e-05
         772            0            0            0            0  1.73031e-13 -1.06581e-13 -1.35891e-13 -1.06581e-14  6.96093e-05  4.35134e-05  4.35134e-05  3.25363e-05
         773            0            0            0            0  9.96196e-14 -6.57252e-14 -7.28306e-14 -1.73195e-14  9.73608e-05   4.8803e-05  7.49947e-05   3.8382e-05
         774            0            0            0            0            0            0            0            0            0            0            0            0
         775            0            0            0            0            0            0            0            0            0            0            0            0
         776            0            0            0            0            0            0            0            0            0            0            0            0
         777            0            0            0            0            0            0            0            0            0            0            0            0
         778            0            0            0            0            0            0            0            0            0            0            0            0
         779            0            0            0            0            0            0            0            0            0            0            0            0
         780            1            0            0            1            1 -8.52651e-14 -8.52651e-14            1   0.00359061  0.000252526 -0.000252526    0.0035728
         781            1            0            0            1            1  -1.7053e-13 -2.36255e-13            1   0.00342099  0.000182032 -0.000141813    0.0034132
         782            1            0            0            1            1 -1.13687e-13  -1.7053e-13            1   0.00337529  0.000160937 -4.59047e-05   0.00337114
         783            1            0            0            1            1 -1.42109e-13 -1.84741e-13            1   0.00337529  0.000160937  4.59047e-05   0.00337114
         784            1            0            0            1            1 -2.84217e-13 -2.50466e-13            1   0.00342099  0.000182032  0.000141813    0.0034132
         785            1            0            0            1            1 -1.13687e-13 -1.42109e-13            1   0.00359061  0.000252526  0.000252526    0.0035728
         786            0            0            0            0  2.08856e-13 -5.68434e-14 -1.98952e-13  2.84217e-14   0.00335456    0.0002168   -0.0002168   0.00334052
         787            0            0            0            0  3.38162e-13  -9.9476e-14 -2.70006e-13 -1.77636e-13   0.00325331  0.000174297 -0.000116923   0.00324654
         788            0            0            0            0  4.36854e-13 -2.27374e-13 -2.41585e-13 -2.84217e-13   0.00321954  0.000169672 -3.67278e-05   0.00321486
         789            0            0            0            0  6.68137e-13 -3.97904e-13 -2.85105e-13 -4.54747e-13   0.00321954  0.000169672  3.67278e-05   0.00321486
         790            0            0            0            0  7.67255e-13 -2.84217e-13 -3.41949e-13 -6.25278e-13   0.00325331  0.000174297  0.000116923   0.00324654
         791            0            0            0            0  4.64415e-13 -1.98952e-13 -1.98952e-13 -3.69482e-13   0.00335456    0.0002168    0.0002168   0.00334052
         792            0            0            0            0  6.35529e-14 -2.84217e-14            0  5.68434e-14   0.00315022  0.000202341 -0.000202341    0.0031372
         793            0            0            0            0  2.32316e-13 -1.56319e-13 -8.52651e-14 -1.49214e-13   0.00309385  0.000175478 -0.000113799   0.00308677
         794            0            0            0            0  4.88986e-13 -2.27374e-13  -1.7053e-13 -3.97904e-13   0.00307044  0.000167676 -3.65093e-05   0.00306564
         795            0            0            0            0  4.37134e-13 -8.52651e-14  -1.5965e-13 -3.97904e-13   0.00307044  0.000167676  3.65093e-05   0.00306564
         796            0            0            0            0  4.88139e-13  5.68434e-14 -1.68088e-13 -4.54747e-13   0.00309385  0.000175478  0.000113799   0.00308677
         797            0            0            0            0  3.52704e-13 -8.52651e-14  2.84217e-14 -3.41061e-13   0.00315022  0.000202341  0.000202341    0.0031372
         798            0            0            0            0  1.30632e-13  9.23706e-14  8.52651e-14  3.55271e-14   0.00297167  0.000191492 -0.000191492   0.00295931
