           n            f          f.x          f.y          f.z           fi         fi.x         fi.y         fi.z            u          u.x          u.y          u.z 
         199            0            0            0            0  6.54327e-13  4.15668e-13  4.47642e-13 -2.34479e-13   0.00234932 -0.000106437 -0.000106437    0.0023445
         200            0            0            0            0  7.33693e-13  4.26326e-13  5.86198e-13 -1.13687e-13   0.00234578 -0.000105821 -3.54146e-05   0.00234312
         201            0            0            0            0  7.15723e-13  1.98952e-13  5.70488e-13 -3.83693e-13   0.00234578 -0.000105821  3.54146e-05   0.00234312
         202            0            0            0            0  6.37698e-13  3.41061e-13  5.19751e-13 -1.42109e-13   0.00234932 -0.000106437  0.000106437    0.0023445
         203            0            0            0            0  2.85369e-13   9.9476e-14  2.55795e-13 -7.81597e-14   0.00235459 -0.000107116  0.000177712   0.00234543
         204            0            0            0            0  3.24369e-13  2.70006e-13   1.7053e-13  5.68434e-14   0.00221088 -0.000106971 -0.000177854   0.00220112
         205            0            0            0            0  5.80279e-13   3.8014e-13  4.36984e-13  3.55271e-14   0.00220584 -0.000106613 -0.000106613   0.00220068
         206            0            0            0            0  7.18035e-13  3.69482e-13  5.82645e-13 -1.98952e-13   0.00220283 -0.000106293 -3.55025e-05   0.00219998
         207            0            0            0            0  7.00302e-13  3.12639e-13  5.83936e-13 -2.27374e-13   0.00220283 -0.000106293  3.55025e-05   0.00219998
         208            0            0            0            0  6.04978e-13  2.55795e-13  5.25482e-13 -1.56319e-13   0.00220584 -0.000106613  0.000106613   0.00220068
         209            0            0            0            0  2.67376e-13  1.13687e-13  2.41585e-13 -1.42109e-14   0.00221088 -0.000106971  0.000177854   0.00220112
         210            0            0            0            0  3.90411e-13  2.34479e-13  2.34479e-13 -2.06057e-13   0.00206748 -0.000106904 -0.000177963   0.00205703
         211            0            0            0            0  5.76941e-13  2.84217e-13  4.47642e-13 -2.27374e-13   0.00206236  -0.00010673  -0.00010673   0.00205683
         212            0            0            0            0  6.05218e-13  3.12639e-13   4.3332e-13 -2.84217e-13   0.00205954 -0.000106581 -3.55587e-05   0.00205648
         213            0            0            0            0  5.14261e-13  1.98952e-13  4.16153e-13 -2.27374e-13   0.00205954 -0.000106581  3.55587e-05   0.00205648
         214            0            0            0            0  5.16001e-13  1.13687e-13  4.73552e-13  -1.7053e-13   0.00206236  -0.00010673   0.00010673   0.00205683
         215            0            0            0            0  2.95538e-13  8.52651e-14   2.4869e-13 -1.35003e-13   0.00206748 -0.000106904  0.000177963   0.00205703
         216            0            0            0            0  3.00871e-13  2.41585e-13  1.49214e-13  -9.9476e-14   0.00192428 -0.000106872 -0.000178041   0.00191305
         217            0            0            0            0  5.62903e-13  3.12639e-13  3.48388e-13 -3.12639e-13   0.00191889 -0.000106806 -0.000106806   0.00191294
         218            0            0            0            0  5.61749e-13  2.55795e-13  3.65798e-13 -3.41061e-13   0.00191606 -0.000106754 -3.55937e-05   0.00191275
         219            0            0            0            0  4.11709e-13  1.98952e-13  3.60448e-13            0   0.00191606 -0.000106754  3.55937e-05   0.00191275
         220            0            0            0            0  4.06967e-13  1.13687e-13  3.90507e-13  1.42109e-14   0.00191889 -0.000106806  0.000106806   0.00191294
         221            0            0            0            0  2.23454e-13  5.68434e-14  2.13163e-13  3.55271e-14   0.00192428 -0.000106872  0.000178041   0.00191305
         222            0            0            0            0  3.28237e-13  1.27898e-13  1.49214e-13 -2.62901e-13   0.00178127 -0.000106847 -0.000178088   0.00176912
         223            0            0            0            0  4.69003e-13  1.98952e-13  1.82104e-13 -3.83693e-13   0.00177547 -0.000106852 -0.000106852   0.00176903
         224            0            0            0            0  3.50267e-13   1.7053e-13  2.32432e-13 -1.98952e-13   0.00177248  -0.00010686  -3.5615e-05    0.0017689
         225            0            0            0            0  4.20242e-13  8.52651e-14  2.67564e-13 -3.12639e-13   0.00177248  -0.00010686   3.5615e-05    0.0017689
         226            0            0            0            0  2.94082e-13  1.20792e-13  2.27374e-13 -1.42109e-13   0.00177547 -0.000106852  0.000106852   0.00176903
         227            0            0            0            0  6.77815e-14 -2.13163e-14  6.39488e-14 -7.10543e-15   0.00178127 -0.000106847  0.000178088   0.00176912
         228            0            0            0            0  2.14226e-13  1.27898e-13  2.13163e-14  -1.7053e-13   0.00163847 -0.000106811 -0.000178103   0.00162525
         229            0            0            0            0  3.12179e-13  1.27898e-13  1.78468e-14 -2.84217e-13   0.00163212 -0.000106875 -0.000106875    0.0016251
         230            0            0            0            0  2.41608e-13            0  3.35842e-15 -2.41585e-13   0.00162886  -0.00010693 -3.56269e-05   0.00162496
         231            0            0            0            0  6.45382e-14 -6.03961e-14  1.42109e-14 -1.77636e-14   0.00162886  -0.00010693  3.56269e-05   0.00162496
         232            0            0            0            0  2.21981e-13 -1.13687e-13  8.52651e-14  -1.7053e-13   0.00163212 -0.000106875  0.000106875    0.0016251
         233            0            0            0            0   1.3978e-13 -1.20792e-13   4.9738e-14   4.9738e-14   0.00163847 -0.000106811  0.000178103   0.00162525
         234            0            0            0            0  2.88099e-13   9.9476e-14 -1.42109e-14 -2.70006e-13   0.00149593 -0.000106745 -0.000178078   0.00148145
         235            0            0            0            0  4.36654e-13  4.26326e-14 -2.04031e-13 -3.83693e-13   0.00148888 -0.000106876 -0.000106876   0.00148119
         236            0            0            0            0  2.40224e-13 -8.52651e-14  -1.4614e-13  -1.7053e-13   0.00148526 -0.000106979 -3.56309e-05   0.00148097
         237            0            0            0            0  1.46697e-13 -5.32907e-14 -1.35003e-13  2.13163e-14   0.00148526 -0.000106979  3.56309e-05   0.00148097
         238            0            0            0            0  2.68718e-13 -1.56319e-13 -1.52767e-13  1.56319e-13   0.00148888 -0.000106876  0.000106876   0.00148119
         239            0            0            0            0  1.65268e-13 -1.49214e-13 -5.68434e-14  4.26326e-14   0.00149593 -0.000106745  0.000178078   0.00148145
         240            0            0            0            0  3.63559e-13  8.52651e-14 -1.77636e-13 -3.05533e-13   0.00135378 -0.000106623 -0.000177995   0.00133779
         241            0            0            0            0  4.44792e-13  4.26326e-14 -2.64205e-13 -3.55271e-13   0.00134584 -0.000106845 -0.000106845   0.00133733
         242            0            0            0            0  3.82313e-13 -7.10543e-14 -3.19744e-13 -1.97176e-13   0.00134173 -0.000107013 -3.56251e-05   0.00133698
         243            0            0            0            0  4.57901e-13 -2.41585e-13 -3.83693e-13 -6.39488e-14   0.00134173 -0.000107013  3.56251e-05   0.00133698
         244            0            0            0            0  5.54066e-13 -3.83693e-13 -3.99458e-13  1.42109e-14   0.00134584 -0.000106845  0.000106845   0.00133733
         245            0            0            0            0  3.01541e-13 -2.34479e-13 -1.84741e-13  4.26326e-14   0.00135378 -0.000106623  0.000177995   0.00133779
         246            0            0            0            0  3.15392e-13   4.9738e-14 -2.62901e-13 -1.66978e-13    0.0012122 -0.000106407 -0.000177811   0.00119435
         247            0            0            0            0   5.5573e-13 -2.84217e-14 -5.27578e-13 -1.72307e-13    0.0012031 -0.000106761 -0.000106761   0.00119359
         248            0            0            0            0  6.35141e-13 -1.84741e-13 -5.29354e-13 -2.98428e-13   0.00119833 -0.000107018 -3.56032e-05   0.00119301
         249            0            0            0            0  6.57521e-13 -3.55271e-13 -5.38292e-13 -1.27898e-13   0.00119833 -0.000107018  3.56032e-05   0.00119301
         250            0            0            0            0   8.0272e-13 -5.54223e-13 -5.73291e-13 -9.23706e-14    0.0012031 -0.000106761  0.000106761   0.00119359
         251            0            0            0            0  4.72404e-13 -3.33955e-13 -3.30402e-13   4.9738e-14    0.0012122 -0.000106407  0.000177811   0.00119435
         252            0            0            0            0  4.12237e-13  1.42109e-14 -3.48166e-13 -2.20268e-13   0.00107145 -0.000106034 -0.000177451   0.00105132
         253            0            0            0            0  7.26324e-13 -9.41469e-14 -6.73239e-13 -2.55795e-13   0.00106083 -0.000106581 -0.000106581   0.00105006
         254            0            0            0            0   7.7747e-13 -2.91323e-13 -7.05214e-13 -1.49214e-13   0.00105519 -0.000106951 -3.55506e-05   0.00104916
         255            0            0            0            0  8.17385e-13 -3.55271e-13 -7.27307e-13 -1.13687e-13   0.00105519 -0.000106951  3.55506e-05   0.00104916
         256            0            0            0            0  9.18562e-13 -5.96856e-13  -6.9808e-13 -1.42109e-14   0.00106083 -0.000106581  0.000106581   0.00105006
         257            0            0            0            0  5.32575e-13 -3.76588e-13 -3.76588e-13            0   0.00107145 -0.000106034  0.000177451   0.00105132
         258            0            0            0            0  3.99357e-13 -1.24345e-14 -3.87246e-13 -9.68114e-14  0.000931956 -0.000105404 -0.000176775  0.000908946
         259            0            0            0            0  8.31686e-13 -1.98952e-13 -7.58504e-13 -2.77112e-13  0.000919311  -0.00010622  -0.00010622  0.000906955
         260            0            0            0            0  8.66434e-13 -2.98428e-13 -8.02136e-13 -1.35003e-13  0.000912543  -0.00010672 -3.54385e-05  0.000905588
         261            0            0            0            0  9.23786e-13 -4.33431e-13 -8.15514e-13 -2.13163e-14  0.000912543  -0.00010672  3.54385e-05  0.000905588
         262            0            0            0            0  1.03181e-12 -6.32383e-13 -8.15181e-13 -1.42109e-14  0.000919311  -0.00010622   0.00010622  0.000906955
         263            0            0            0            0  6.01679e-13 -4.22773e-13 -4.26326e-13  3.90799e-14  0.000931956 -0.000105404  0.000176775  0.000908946
         264            0            0            0            0  3.74512e-13 -4.26326e-14 -3.64153e-13 -7.63833e-14  0.000794363 -0.000104352 -0.000175532  0.000767667
         265            0            0            0            0  8.65066e-13 -2.13163e-13 -8.25007e-13 -1.49214e-13  0.000779023  -0.00010552  -0.00010552  0.000764597
         266            0            0            0            0  9.01734e-13 -3.33955e-13 -8.29864e-13 -1.13687e-13  0.000770796 -0.000106133 -3.52117e-05  0.000762642
         267            0            0            0            0  9.99307e-13 -4.83169e-13 -8.63115e-13 -1.42109e-13  0.000770796 -0.000106133  3.52117e-05  0.000762642
         268            0            0            0            0  1.03473e-12 -6.03961e-13 -8.38246e-13 -5.68434e-14  0.000779023  -0.00010552   0.00010552  0.000764597
         269            0            0            0            0  5.98429e-13 -4.05009e-13 -4.40536e-13  3.55271e-15  0.000794363 -0.000104352  0.000175532  0.000767667
         270            0            0            0            0  3.79397e-13 -9.23706e-14 -3.67706e-13 -1.42109e-14  0.000659651 -0.000102615 -0.000173269  0.000628162
         271            0            0            0            0  8.35354e-13 -2.84217e-13 -7.80875e-13 -8.52651e-14  0.000640758  -0.00010419  -0.00010419  0.000623587
         272            0            0            0            0  8.85647e-13 -3.83693e-13 -7.98209e-13 -3.55271e-15  0.000630727  -0.00010483 -3.47675e-05  0.000620982
         273            0            0            0            0   9.4664e-13 -4.47642e-13   -8.335e-13 -3.19744e-14  0.000630727  -0.00010483  3.47675e-05  0.000620982
         274            0            0            0            0     9.97e-13 -5.73763e-13 -8.15348e-13  3.55271e-15  0.000640758  -0.00010419   0.00010419  0.000623587
         275            0            0            0            0  5.79983e-13 -3.89022e-13 -4.24549e-13 -6.92779e-14  0.000659651 -0.000102615  0.000173269  0.000628162
         276            0            0            0            0  3.65157e-13 -1.29674e-13 -3.41061e-13 -1.42109e-14  0.000529307 -9.97565e-05 -0.000169148  0.000491532
         277            0            0            0            0  7.68266e-13 -3.05533e-13 -7.00939e-13  -7.4607e-14  0.000505876 -0.000101691 -0.000101691  0.000485003
         278            0            0            0            0  7.99041e-13 -3.69482e-13 -7.06477e-13 -5.32907e-14  0.000493738 -0.000102167 -3.39173e-05   0.00048186
         279            0            0            0            0   8.3655e-13 -4.29878e-13 -7.17648e-13 -1.33227e-15  0.000493738 -0.000102167  3.39173e-05   0.00048186
         280            0            0            0            0    9.294e-13 -5.54223e-13  -7.4607e-13            0  0.000505876 -0.000101691  0.000101691  0.000485003
         281            0            0            0            0  4.88085e-13  -3.2685e-13 -3.62377e-13 -8.88178e-15  0.000529307 -9.97565e-05  0.000169148  0.000491532
         282            0            0            0            0  3.06216e-13 -1.15463e-13 -2.82441e-13  2.57572e-14  0.000405528 -9.50486e-05 -0.000161599  0.000359589
         283            0            0            0            0  6.37474e-13 -2.80664e-13  -5.7232e-13 -7.10543e-15  0.000376721 -9.70246e-05 -9.70246e-05  0.000350843
         284            0            0            0            0  6.70412e-13 -3.16192e-13  -5.8975e-13  4.08562e-14  0.000362315 -9.70471e-05 -3.23169e-05  0.000347577
         285            0            0            0            0   7.0663e-13 -3.79252e-13 -5.95968e-13 -1.77636e-14  0.000362315 -9.70471e-05  3.23169e-05  0.000347577
         286            0            0            0            0  7.36965e-13 -4.44089e-13  -5.8753e-13 -2.66454e-14  0.000376721 -9.70246e-05  9.70246e-05  0.000350843
         287            0            0            0            0  3.95674e-13 -2.39808e-13 -3.05533e-13 -7.54952e-14  0.000405528 -9.50486e-05  0.000161599  0.000359589
         288            0            0            0            0  2.46604e-13 -1.22569e-13 -2.10942e-13  3.59712e-14   0.00029127 -8.71931e-05 -0.000147655  0.000235443
         289            0            0            0            0  5.07708e-13 -2.61124e-13  -4.3493e-13 -2.04281e-14  0.000257266 -8.83483e-05 -8.83483e-05  0.000224888
         290            0            0            0            0   5.1654e-13 -2.64899e-13 -4.43201e-13 -1.46549e-14  0.000240739 -8.77017e-05 -2.93523e-05  0.000222266
         291            0            0            0            0  5.30109e-13 -3.01981e-13 -4.35207e-13 -2.04281e-14  0.000240739 -8.77017e-05  2.93523e-05  0.000222266
         292            0            0            0            0  5.59268e-13 -3.30402e-13 -4.49765e-13 -3.64153e-14  0.000257266 -8.83483e-05  8.83483e-05  0.000224888
         293            0            0            0            0  2.89095e-13 -1.66089e-13 -2.27818e-13 -6.39488e-14   0.00029127 -8.71931e-05  0.000147655  0.000235443
         294            0            0            0            0  1.77691e-13 -9.54792e-14 -1.48104e-13  2.28706e-14  0.000189313 -7.38133e-05 -0.000121795  0.000124727
         295            0            0            0            0  3.29974e-13 -1.81188e-13 -2.75058e-13  1.99285e-14  0.000153453 -7.23436e-05 -7.23436e-05  0.000114371
         296            0            0            0            0  3.49009e-13 -1.98508e-13 -2.87048e-13  2.22045e-15  0.000135959 -7.14715e-05 -2.39336e-05  0.000113154
         297            0            0            0            0  3.52036e-13  -2.0961e-13 -2.82684e-13  9.10383e-15  0.000135959 -7.14715e-05  2.39336e-05  0.000113154
         298            0            0            0            0   3.6375e-13 -2.16716e-13 -2.91933e-13 -1.11022e-14  0.000153453 -7.23436e-05  7.23436e-05  0.000114371
         299            0            0            0            0  1.74817e-13 -9.23706e-14 -1.42331e-13 -4.20775e-14  0.000189313 -7.38133e-05  0.000121795  0.000124727
         300            0            0            0            0  9.43107e-14 -5.86128e-14 -7.38853e-14            0  9.73608e-05  -4.8803e-05 -7.49947e-05   3.8382e-05
         301            0            0            0            0  1.70015e-13 -1.00114e-13 -1.37404e-13 -1.55431e-15  6.96093e-05 -4.35134e-05 -4.35134e-05  3.25363e-05
         302            0            0            0            0  1.57227e-13 -1.00864e-13  -1.2057e-13  3.10862e-15  5.69158e-05 -4.44613e-05 -1.42509e-05  3.25501e-05
         303            0            0            0            0  1.77437e-13 -1.00059e-13 -1.46466e-13 -4.44089e-15  5.69158e-05 -4.44613e-05  1.42509e-05  3.25501e-05
         304            0            0            0            0  1.70493e-13 -9.15656e-14 -1.43774e-13  3.55271e-15  6.96093e-05 -4.35134e-05  4.35134e-05  3.25363e-05
         305            0            0            0            0  7.41112e-14 -2.96187e-14 -6.63358e-14 -1.46549e-14  9.73608e-05  -4.8803e-05  7.49947e-05   3.8382e-05
         306            0            0            0            0            0            0            0            0            0            0            0            0
         307            0            0            0            0            0            0            0            0            0            0            0            0
         308            0            0            0            0            0            0            0            0            0            0            0            0
         309            0            0            0            0            0            0            0            0            0            0            0            0
         310            0            0            0            0            0            0            0            0            0            0            0            0
         311            0            0            0            0            0            0            0            0            0            0            0            0
         312            1            0            0            1            1  -1.7053e-13 -2.27374e-13            1   0.00337529 -4.59047e-05 -0.000160937   0.00337114
         313            1            0            0            1            1 -5.11591e-13 -5.20917e-13            1   0.00332233 -3.94992e-05 -9.76981e-05   0.00332066
         314            1            0            0            1            1 -4.54747e-13  -4.6696e-13            1   0.00329486 -3.34059e-05 -3.34059e-05   0.00329452
         315            1            0            0            1            1 -3.97904e-13 -6.07736e-13            1   0.00329486 -3.34059e-05  3.34059e-05   0.00329452
         316            1            0            0            1            1 -3.41061e-13 -5.71654e-13            1   0.00332233 -3.94992e-05  9.76981e-05   0.00332066
         317            1            0            0            1            1 -1.98952e-13 -2.41585e-13            1   0.00337529 -4.59047e-05  0.000160937   0.00337114
         318            0            0            0            0  4.79814e-13 -2.27374e-13 -2.84217e-13  3.12639e-13   0.00321954 -3.67278e-05 -0.000169672   0.00321486
         319            0            0            0            0  1.01126e-12 -6.82121e-13 -7.11098e-13  2.27374e-13   0.00318339 -3.42973e-05 -9.75382e-05   0.00318171
         320            0            0            0            0  9.14474e-13 -5.11591e-13  -7.5745e-13 -2.84217e-14   0.00316384 -3.20053e-05 -3.20053e-05   0.00316351
         321            0            0            0            0  9.92165e-13 -5.68434e-13 -6.92474e-13 -4.26326e-13   0.00316384 -3.20053e-05  3.20053e-05   0.00316351
         322            0            0            0            0  9.88114e-13 -4.90274e-13 -7.31859e-13 -4.47642e-13   0.00318339 -3.42973e-05  9.75382e-05   0.00318171
         323            0            0            0            0  5.17917e-13 -2.70006e-13 -2.62901e-13 -3.55271e-13   0.00321954 -3.67278e-05  0.000169672   0.00321486
         324            0            0            0            0  3.29005e-13 -5.68434e-14 -1.98952e-13  2.55795e-13   0.00307044 -3.65093e-05 -0.000167676   0.00306564
         325            0            0            0            0  5.80034e-13 -1.13687e-13 -4.32432e-13  3.69482e-13   0.00304639 -3.44079e-05 -9.84543e-05    0.0030446
         326            0            0            0            0  4.24579e-13  -1.7053e-13 -3.88828e-13            0   0.00303353 -3.25483e-05 -3.25483e-05   0.00303318
         327            0            0            0            0  6.11356e-13 -4.47642e-13 -3.76588e-13 -1.77636e-13   0.00303353 -3.25483e-05  3.25483e-05   0.00303318
         328            0            0            0            0   8.3264e-13 -4.26326e-13 -4.68958e-13 -5.40012e-13   0.00304639 -3.44079e-05  9.84543e-05    0.0030446
         329            0            0            0            0  5.40947e-13 -2.27374e-13 -1.84741e-13 -4.54747e-13   0.00307044 -3.65093e-05  0.000167676   0.00306564
         330            0            0            0            0  2.64719e-13   9.9476e-14 -4.26326e-14  2.41585e-13   0.00292512  -3.6114e-05 -0.000169582   0.00291998
         331            0            0            0            0   2.3464e-13 -2.84217e-14 -2.03282e-13  1.13687e-13   0.00290896 -3.45632e-05 -0.000100417   0.00290702
         332            0            0            0            0  3.33251e-13  2.84217e-14 -1.11827e-13 -3.12639e-13   0.00290044 -3.33395e-05 -3.33395e-05   0.00290006
         333            0            0            0            0  2.42653e-13 -7.81597e-14 -1.20792e-13 -1.95399e-13   0.00290044 -3.33395e-05  3.33395e-05   0.00290006
         334            0            0            0            0  5.76372e-13 -2.55795e-13 -7.10543e-14 -5.11591e-13   0.00290896 -3.45632e-05  0.000100417   0.00290702
         335            0            0            0            0  3.69209e-13 -4.26326e-14 -2.13163e-13 -2.98428e-13   0.00292512  -3.6114e-05  0.000169582   0.00291998
         336            0            0            0            0  1.53714e-13  1.42109e-13  1.42109e-14  5.68434e-14   0.00278123 -3.59091e-05 -0.000171952   0.00277567
         337            0            0            0            0   2.2999e-13   1.7053e-13  1.54321e-13            0    0.0027701 -3.48342e-05 -0.000102383   0.00276798
         338            0            0            0            0  2.25702e-13  1.06581e-13  1.98952e-13            0   0.00276432 -3.40474e-05 -3.40474e-05    0.0027639
         339            0            0            0            0  3.32971e-13  5.68434e-14   9.9476e-14 -3.12639e-13   0.00276432 -3.40474e-05  3.40474e-05    0.0027639
         340            0            0            0            0  2.38047e-13 -2.84217e-14  1.88849e-13 -1.42109e-13    0.0027701 -3.48342e-05  0.000102383   0.00276798
         341            0            0            0            0  2.42419e-13 -1.42109e-14  1.42109e-14 -2.41585e-13   0.00278123 -3.59091e-05  0.000171952   0.00277567
         342            0            0            0            0  3.43715e-13  2.55795e-13  8.52651e-14  2.13163e-13   0.00263784 -3.57735e-05 -0.000174031   0.00263185
         343            0            0            0            0  5.00983e-13  2.77112e-13  2.13163e-13  3.58824e-13   0.00262973 -3.50894e-05 -0.000103951   0.00262745
         344            0            0            0            0  5.73958e-13  2.84217e-13   4.1922e-13 -2.70006e-13   0.00262562 -3.46047e-05 -3.46047e-05   0.00262517
         345            0            0            0            0  5.67705e-13   1.7053e-13  3.67262e-13 -3.97904e-13   0.00262562 -3.46047e-05  3.46047e-05   0.00262517
         346            0            0            0            0   4.2548e-13 -2.84217e-14  3.38812e-13 -2.55795e-13   0.00262973 -3.50894e-05  0.000103951   0.00262745
         347            0            0            0            0  2.84217e-13            0   1.7053e-13 -2.27374e-13   0.00263784 -3.57735e-05  0.000174031   0.00263185
         348            0            0            0            0  3.73829e-13  2.84217e-13  2.27374e-13  8.52651e-14   0.00249459  -3.5693e-05 -0.000175573   0.00248815
         349            0            0            0            0   6.2678e-13  4.83169e-13  3.90799e-13 -8.17124e-14   0.00248818 -3.52811e-05 -0.000105074   0.00248571
         350            0            0            0            0   7.2545e-13  4.83169e-13   4.9738e-13  2.13163e-13   0.00248501 -3.49984e-05 -3.49984e-05   0.00248452
         351            0            0            0            0  6.23456e-13   1.7053e-13  5.99007e-13 -2.84217e-14   0.00248501 -3.49984e-05  3.49984e-05   0.00248452
         352            0            0            0            0  6.37405e-13  1.42109e-13  4.99573e-13 -3.69482e-13   0.00248818 -3.52811e-05  0.000105074   0.00248571
         353            0            0            0            0  3.24369e-13  1.42109e-13  2.13163e-13 -1.98952e-13   0.00249459  -3.5693e-05  0.000175573   0.00248815
         354            0            0            0            0  3.87897e-13  3.12639e-13  2.27374e-13  3.19744e-14   0.00235134 -3.56505e-05 -0.000176618   0.00234443
         355            0            0            0            0   8.4805e-13  5.11591e-13  6.75016e-13  4.26326e-14   0.00234578 -3.54146e-05 -0.000105821   0.00234312
         356            0            0            0            0  7.23444e-13  3.69482e-13  5.78926e-13 -2.27374e-13   0.00234308 -3.52597e-05 -3.52597e-05   0.00234255
         357            0            0            0            0  6.31706e-13  2.27374e-13  5.54772e-13 -1.98952e-13   0.00234308 -3.52597e-05  3.52597e-05   0.00234255
         358            0            0            0            0  6.09338e-13  1.42109e-13  5.47173e-13 -2.27374e-13   0.00234578 -3.54146e-05  0.000105821   0.00234312
         359            0            0            0            0  3.11425e-13  1.13687e-13  2.34479e-13  -1.7053e-13   0.00235134 -3.56505e-05  0.000176618   0.00234443
         360            0            0            0            0  4.83221e-13   3.2685e-13  3.19744e-13  1.56319e-13   0.00220807 -3.56311e-05 -0.000177285   0.00220066
         361            0            0            0            0  7.95035e-13  5.11591e-13  6.08402e-13  1.42109e-14   0.00220283 -3.55025e-05 -0.000106293   0.00219998
         362            0            0            0            0  7.45579e-13  4.83169e-13  5.41622e-13  -1.7053e-13    0.0022003 -3.54245e-05 -3.54245e-05   0.00219973
         363            0            0            0            0   6.6099e-13  2.84217e-13  5.75928e-13 -1.56319e-13    0.0022003 -3.54245e-05  3.54245e-05   0.00219973
         364            0            0            0            0  6.61672e-13  1.98952e-13  6.30412e-13  2.84217e-14   0.00220283 -3.55025e-05  0.000106293   0.00219998
         365            0            0            0            0  2.24806e-13  4.26326e-14  2.20268e-13  1.42109e-14   0.00220807 -3.56311e-05  0.000177285   0.00220066
         366            0            0            0            0  4.24486e-13  2.13163e-13  2.70006e-13  -2.4869e-13    0.0020648 -3.56237e-05 -0.000177696   0.00205683
         367            0            0            0            0  6.74918e-13  3.41061e-13  5.16032e-13 -2.70006e-13   0.00205954 -3.55587e-05 -0.000106581   0.00205648
         368            0            0            0            0  6.53847e-13  1.98952e-13  5.46695e-13 -2.98428e-13     0.002057 -3.55248e-05 -3.55248e-05   0.00205638
         369            0            0            0            0  6.57316e-13  3.12639e-13  5.78031e-13 -1.42109e-14     0.002057 -3.55248e-05  3.55248e-05   0.00205638
         370            0            0            0            0  5.58703e-13   2.0961e-13  5.00933e-13  -1.3145e-13   0.00205954 -3.55587e-05  0.000106581   0.00205648
         371            0            0            0            0  2.94704e-13  7.81597e-14   2.0961e-13 -1.91847e-13    0.0020648 -3.56237e-05  0.000177696   0.00205683
         372            0            0            0            0  3.15212e-13  1.98952e-13  1.98952e-13 -1.42109e-13   0.00192154 -3.56207e-05 -0.000177944   0.00191295
         373            0            0            0            0  4.98103e-13  2.55795e-13  4.15668e-13  -9.9476e-14   0.00191606 -3.55937e-05 -0.000106754   0.00191275
         374            0            0            0            0  5.57343e-13  3.41061e-13   4.3248e-13 -8.52651e-14   0.00191338 -3.55851e-05 -3.55851e-05   0.00191272
         375            0            0            0            0  4.95218e-13   2.0961e-13   4.1922e-13 -1.59872e-13   0.00191338 -3.55851e-05  3.55851e-05   0.00191272
         376            0            0            0            0  4.30817e-13  1.42109e-13  3.94351e-13  -9.9476e-14   0.00191606 -3.55937e-05  0.000106754   0.00191275
         377            0            0            0            0  2.22549e-13  2.84217e-14  2.20268e-13  1.42109e-14   0.00192154 -3.56207e-05  0.000177944   0.00191295
         378            0            0            0            0  3.21084e-13  1.98952e-13  1.63425e-13 -1.91847e-13   0.00177835 -3.56172e-05 -0.000178094   0.00176905
         379            0            0            0            0  4.63432e-13  2.55795e-13   3.0162e-13 -2.41585e-13   0.00177248  -3.5615e-05  -0.00010686    0.0017689
         380            0            0            0            0  5.28189e-13  1.98952e-13    2.401e-13 -4.26326e-13   0.00176958 -3.56221e-05 -3.56221e-05   0.00176886
         381            0            0            0            0  4.58644e-13  5.32907e-14  3.01981e-13 -3.41061e-13   0.00176958 -3.56221e-05  3.56221e-05   0.00176886
         382            0            0            0            0  3.03648e-13  1.42109e-14  3.01981e-13 -2.84217e-14   0.00177248  -3.5615e-05   0.00010686    0.0017689
         383            0            0            0            0  1.73466e-13 -1.42109e-14   1.7053e-13  2.84217e-14   0.00177835 -3.56172e-05  0.000178094   0.00176905
         384            0            0            0            0  2.45523e-13  1.42109e-13  9.23706e-14 -1.77636e-13   0.00163527 -3.56087e-05 -0.000178187   0.00162515
         385            0            0            0            0  2.08054e-13  1.27898e-13  8.20594e-14 -1.42109e-13   0.00162886 -3.56269e-05  -0.00010693   0.00162496
         386            0            0            0            0  2.04651e-13  5.68434e-14  1.06581e-13 -1.65201e-13   0.00162566 -3.56469e-05 -3.56469e-05   0.00162488
         387            0            0            0            0  1.66675e-13  8.52651e-14  1.03029e-13  -9.9476e-14   0.00162566 -3.56469e-05  3.56469e-05   0.00162488
         388            0            0            0            0  2.53691e-13 -1.42109e-13  1.76748e-13 -1.13687e-13   0.00162886 -3.56269e-05   0.00010693   0.00162496
         389            0            0            0            0  1.48706e-13  -4.9738e-14  7.10543e-14  1.20792e-13   0.00163527 -3.56087e-05  0.000178187   0.00162515
         390            0            0            0            0  2.44493e-13  8.52651e-14 -2.84217e-14 -2.27374e-13   0.00149238 -3.55905e-05 -0.000178245   0.00148127
         391            0            0            0            0  2.68112e-13  3.19744e-14 -2.84217e-14 -2.64677e-13   0.00148526 -3.56309e-05 -0.000106979   0.00148097
         392            0            0            0            0  9.09939e-14 -2.84217e-14 -1.42109e-14 -8.52651e-14   0.00148167 -3.56656e-05 -3.56656e-05   0.00148081
         393            0            0            0            0  1.88764e-13  -1.7053e-13 -5.76206e-14 -5.68434e-14   0.00148167 -3.56656e-05  3.56656e-05   0.00148081
         394            0            0            0            0  3.19142e-13 -2.98428e-13 -9.77829e-14  5.68434e-14   0.00148526 -3.56309e-05  0.000106979   0.00148097
         395            0            0            0            0  1.97168e-13 -1.77636e-13 -8.52651e-14  7.10543e-15   0.00149238 -3.55905e-05  0.000178245   0.00148127
         396            0            0            0            0  2.32425e-13  7.10543e-14 -1.49214e-13 -1.63425e-13   0.00134976 -3.55551e-05 -0.000178266   0.00133747
