      443693      -197072      -253378     -46171.2      49174.1      79954.9            0            0            0      -146396      10510.5      58558.5       170045      -155030     -86711.7      20270.3     -3753.75     -51801.8            0            0            0      -441441       296171       253378            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
     -197072       612612       197072       100976      -130631       -54054            0            0            0      36411.4      -202703     -82207.2     -51426.4       310811      60810.8       125751       -36036      82207.2            0            0            0     -14639.6      -554054      -203829            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
     -253378       197072       331081     -23648.6     -2252.25     -64939.9            0            0            0       110360     -30405.4     -71321.3      -138513       164414      76201.2      51801.8      30405.4      57807.8            0            0            0       253378      -359234      -328829            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
    -46171.2       100976     -23648.6       130631     -56306.3     -28153.1     -9009.01       4504.5  5.91172e-12     -47297.3     -49174.1 -8.83361e-12      -4504.5        54054      28153.1      47297.3     -63438.4  7.41202e-12      2252.25      2252.25 -5.68434e-12     -73198.2      7132.13      23648.6            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
     49174.1      -130631     -2252.25     -56306.3       186937      28153.1       108108      -121622      -162162      -100976      37162.1  2.47552e-12      2252.25     -60810.8     -28153.1     -11636.6      75450.4 -2.07195e-12        54054       -54054       162162     -44669.6      67567.5      2252.25            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
     79954.9       -54054     -64939.9     -28153.1      28153.1       186937  9.09495e-13     -6756.76      -121622 -5.09662e-12 -2.85941e-12     -375.375      28153.1     -28153.1     -60810.8   1.8815e-12  5.29762e-12      -112237 -3.63798e-12      6756.76       114865     -79954.9        54054      58183.2            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
           0            0            0     -9009.01       108108  8.18545e-12       144144      -112613      -168919      -121622       4504.5      6756.76            0            0            0      2252.25        54054 -8.18545e-12      38288.3     -56306.3       155405       -54054      2252.25      6756.76            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
           0            0            0       4504.5      -121622     -6756.76      -112613       144144       168919       108108     -9009.01 -9.09495e-13            0            0            0      2252.25       -54054     -6756.76     -56306.3      38288.3      -155405        54054      2252.25  9.09495e-13            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
           0            0            0  5.94014e-12      -162162      -121622      -168919       168919       594594       162162 -2.84217e-14      -121622            0            0            0 -5.94014e-12      -162162       114865      -155405       155405      -581081       162162  2.84217e-14       114865            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
     -146396      36411.4       110360     -47297.3      -100976 -6.00612e-12      -121622       108108       162162       225225      9384.38     -28153.1       -72072      44669.6  7.84799e-12     -40540.5     -11636.6      28153.1       -54054        54054      -162162       256757      -140015      -110360            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
