-0.0211531 0.19776 0.000424068 
-0.0211361 0.197728 -0.000298777 
-0.020004 0.155695 0.000699238 
-0.0199871 0.155662 -0.000609799 
-0.0184211 0.116518 0.000939149 
-0.0184052 0.116488 -0.000881412 
-0.0161785 0.0811018 0.00127691 
-0.0161648 0.0810763 -0.00124481 
-0.0132204 0.0508748 0.00160777 
-0.01321 0.0508538 -0.00159555 
-0.00961705 0.0271972 0.00187405 
-0.00961015 0.0271807 -0.00187423 
-0.00562281 0.0111092 0.00195096 
-0.0056192 0.0110981 -0.00195607 
-0.00188805 0.00274485 0.00155361 
-0.00188697 0.00273902 -0.00155805 
-4.00437e-08 2.55476e-09 7.95881e-08 
-4.00298e-08 2.50794e-09 -7.95949e-08 
0.0209915 0.197437 -0.000546571 
0.0210097 0.197404 0.000736848 
0.0199082 0.155735 -0.000513003 
0.0199259 0.155702 0.000668551 
0.0183623 0.116502 -0.000854195 
0.0183787 0.116474 0.000971453 
0.0161417 0.0810985 -0.00121559 
0.0161556 0.0810758 0.00129563 
0.0131978 0.0508708 -0.00157448 
0.0132084 0.0508532 0.00162533 
0.00960416 0.0271944 -0.00185835 
0.00961114 0.0271813 0.00188766 
0.00561672 0.0111071 -0.00194583 
0.00562037 0.0110989 0.00195994 
0.00188635 0.00274359 -0.00155289 
0.00188745 0.00273968 0.00155817 
4.00223e-08 2.45214e-09 -7.95295e-08 
4.00365e-08 2.48945e-09 7.95323e-08 

