-0.00209603 0.0180563 0.00243319 
-0.00223143 0.0212398 0.00220277 
-0.00185962 0.0143159 0.00223482 
-0.0019446 0.0170221 0.00195152 
-0.00157285 0.0111283 0.0018501 
-0.0016473 0.0133786 0.00156794 
-0.00128411 0.0083594 0.00144508 
-0.00134679 0.0101513 0.00117572 
-0.000999051 0.00596665 0.00104085 
-0.00104562 0.00731955 0.000793251 
-0.000720651 0.00393477 0.000657486 
-0.000744521 0.004884 0.000438663 
-0.000449887 0.00225543 0.000306875 
-0.000454053 0.00284791 0.000134136 
-0.000198261 0.000928061 2.1668e-05 
-0.000202703 0.00121289 -6.95621e-05 
8.31342e-08 -2.5723e-09 1.52166e-07 
-1.64329e-07 1.19631e-08 -1.62467e-07 
0.00144517 0.0180567 -0.000442473 
0.00157248 0.0212394 -0.000212207 
0.00120829 0.014316 -0.000258789 
0.00136385 0.0170216 -5.41709e-05 
0.000999789 0.0111278 -7.87577e-05 
0.0011684 0.0133775 0.000101903 
0.000813018 0.00835815 7.84651e-05 
0.000973722 0.0101495 0.000243614 
0.00063428 0.00596474 0.000211566 
0.000775546 0.00731707 0.00035955 
0.000459043 0.00393227 0.000324857 
0.000575778 0.00488096 0.000447069 
0.000289679 0.00225249 0.000403144 
0.000376763 0.0028446 0.000490522 
0.000129687 0.000925327 0.000389146 
0.00019379 0.00121015 0.000419494 
-8.29622e-08 -2.56334e-09 -1.52421e-07 
1.64139e-07 3.32324e-09 1.62693e-07 

